"Share of population, who lives for a rent by time and municipality"
"groups"

" ","Capital municipalities","Metropolitan municipalities","Provincial municipalities","Commuter municipalities","Rural municipalities"
"2024",57.4,52.8,38.0,29.6,32.7

