"Rent indices for housing (2021=100) by unit, time and municipality"
"groups"

" "," ","Capital municipalities","Metropolitan municipalities","Provincial municipalities","Commuter municipalities","Rural municipalities"
"Index"
" ","2024Q2",107.1,106.5,106.6,106.5,105.6

